start_date,end_date,action
2026-03-23 11:08:02,2026-03-23 11:08:12,NORMAL
2026-03-23 11:08:12,2026-03-23 11:08:22,NORMAL
2026-03-23 11:08:22,2026-03-23 11:08:32,DELAY
2026-03-23 11:08:32,2026-03-23 11:08:42,NORMAL
2026-03-23 11:08:42,2026-03-23 11:08:52,NORMAL
2026-03-23 11:08:52,2026-03-23 11:09:02,NORMAL
2026-03-23 11:09:02,2026-03-23 11:09:12,NORMAL
2026-03-23 11:09:12,2026-03-23 11:09:22,NORMAL
2026-03-23 11:09:22,2026-03-23 11:09:32,LOSS
2026-03-23 11:09:32,2026-03-23 11:09:42,NORMAL
2026-03-23 11:09:42,2026-03-23 11:09:52,DELAY
2026-03-23 11:09:52,2026-03-23 11:10:02,NORMAL
2026-03-23 11:10:02,2026-03-23 11:10:12,NORMAL
2026-03-23 11:10:12,2026-03-23 11:10:22,NORMAL
2026-03-23 11:10:22,2026-03-23 11:10:32,NORMAL
2026-03-23 11:10:32,2026-03-23 11:10:42,NORMAL
2026-03-23 11:10:42,2026-03-23 11:10:52,NORMAL
2026-03-23 11:10:52,2026-03-23 11:11:02,NORMAL
2026-03-23 11:11:02,2026-03-23 11:11:12,NORMAL
2026-03-23 11:11:12,2026-03-23 11:11:22,NORMAL
2026-03-23 11:11:22,2026-03-23 11:11:32,NORMAL
2026-03-23 11:11:32,2026-03-23 11:11:42,NORMAL
2026-03-23 11:11:42,2026-03-23 11:11:52,NORMAL
2026-03-23 11:11:52,2026-03-23 11:12:02,NORMAL
2026-03-23 11:12:02,2026-03-23 11:12:12,NORMAL
2026-03-23 11:12:12,2026-03-23 11:12:22,NORMAL
2026-03-23 11:12:22,2026-03-23 11:12:32,NORMAL
2026-03-23 11:12:32,2026-03-23 11:12:42,NORMAL
2026-03-23 11:12:42,2026-03-23 11:12:52,NORMAL
2026-03-23 11:12:52,2026-03-23 11:13:02,NORMAL
2026-03-23 11:13:02,2026-03-23 11:13:12,NORMAL
2026-03-23 11:13:12,2026-03-23 11:13:22,NORMAL
2026-03-23 11:13:22,2026-03-23 11:13:32,NORMAL
2026-03-23 11:13:32,2026-03-23 11:13:42,NORMAL
2026-03-23 11:13:42,2026-03-23 11:13:52,NORMAL
2026-03-23 11:13:52,2026-03-23 11:14:02,NORMAL
2026-03-23 11:14:02,2026-03-23 11:14:12,NORMAL
2026-03-23 11:14:12,2026-03-23 11:14:22,NORMAL
2026-03-23 11:14:22,2026-03-23 11:14:32,NORMAL
2026-03-23 11:14:32,2026-03-23 11:14:42,NORMAL
2026-03-23 11:14:42,2026-03-23 11:14:52,NORMAL
2026-03-23 11:14:52,2026-03-23 11:15:02,NORMAL
2026-03-23 11:15:02,2026-03-23 11:15:12,NORMAL
2026-03-23 11:15:12,2026-03-23 11:15:22,NORMAL
2026-03-23 11:15:22,2026-03-23 11:15:32,NORMAL
2026-03-23 11:15:32,2026-03-23 11:15:42,NORMAL
2026-03-23 11:15:42,2026-03-23 11:15:52,NORMAL
2026-03-23 11:15:52,2026-03-23 11:16:02,NORMAL
2026-03-23 11:16:02,2026-03-23 11:16:12,NORMAL
2026-03-23 11:16:12,2026-03-23 11:16:22,NORMAL
2026-03-23 11:16:22,2026-03-23 11:16:32,NORMAL
2026-03-23 11:16:32,2026-03-23 11:16:42,NORMAL
2026-03-23 11:16:42,2026-03-23 11:16:52,NORMAL
2026-03-23 11:16:52,2026-03-23 11:17:02,NORMAL
2026-03-23 11:17:02,2026-03-23 11:17:12,NORMAL
2026-03-23 11:17:12,2026-03-23 11:17:22,NORMAL
2026-03-23 11:17:22,2026-03-23 11:17:32,NORMAL
2026-03-23 11:17:32,2026-03-23 11:17:42,NORMAL
2026-03-23 11:17:42,2026-03-23 11:17:52,NORMAL
2026-03-23 11:17:52,2026-03-23 11:18:02,NORMAL
2026-03-23 11:18:02,2026-03-23 11:18:12,DELAY
2026-03-23 11:18:12,2026-03-23 11:18:22,NORMAL
2026-03-23 11:18:22,2026-03-23 11:18:32,NORMAL
2026-03-23 11:18:32,2026-03-23 11:18:42,NORMAL
2026-03-23 11:18:42,2026-03-23 11:18:52,NORMAL
2026-03-23 11:18:52,2026-03-23 11:19:02,NORMAL
2026-03-23 11:19:02,2026-03-23 11:19:12,NORMAL
2026-03-23 11:19:12,2026-03-23 11:19:22,LOSS
2026-03-23 11:19:22,2026-03-23 11:19:32,NORMAL
2026-03-23 11:19:32,2026-03-23 11:19:42,NORMAL
2026-03-23 11:19:42,2026-03-23 11:19:52,NORMAL
2026-03-23 11:19:52,2026-03-23 11:20:02,NORMAL
2026-03-23 11:20:02,2026-03-23 11:20:12,NORMAL
2026-03-23 11:20:12,2026-03-23 11:20:22,NORMAL
2026-03-23 11:20:22,2026-03-23 11:20:32,NORMAL
2026-03-23 11:20:32,2026-03-23 11:20:42,NORMAL
2026-03-23 11:20:42,2026-03-23 11:20:52,NORMAL
2026-03-23 11:20:52,2026-03-23 11:21:02,NORMAL
2026-03-23 11:21:03,2026-03-23 11:21:13,NORMAL
2026-03-23 11:21:13,2026-03-23 11:21:23,NORMAL
2026-03-23 11:21:23,2026-03-23 11:21:33,NORMAL
2026-03-23 11:21:33,2026-03-23 11:21:43,NORMAL
2026-03-23 11:21:43,2026-03-23 11:21:53,NORMAL
2026-03-23 11:21:53,2026-03-23 11:22:03,NORMAL
2026-03-23 11:22:03,2026-03-23 11:22:13,NORMAL
2026-03-23 11:22:13,2026-03-23 11:22:23,NORMAL
2026-03-23 11:22:23,2026-03-23 11:22:33,NORMAL
2026-03-23 11:22:33,2026-03-23 11:22:43,NORMAL
2026-03-23 11:22:43,2026-03-23 11:22:53,NORMAL
2026-03-23 11:22:53,2026-03-23 11:23:03,NORMAL
2026-03-23 11:23:03,2026-03-23 11:23:13,NORMAL
2026-03-23 11:23:13,2026-03-23 11:23:23,NORMAL
2026-03-23 11:23:23,2026-03-23 11:23:33,NORMAL
2026-03-23 11:23:33,2026-03-23 11:23:43,NORMAL
2026-03-23 11:23:43,2026-03-23 11:23:53,NORMAL
2026-03-23 11:23:53,2026-03-23 11:24:03,NORMAL
2026-03-23 11:24:03,2026-03-23 11:24:13,NORMAL
2026-03-23 11:24:13,2026-03-23 11:24:23,NORMAL
2026-03-23 11:24:23,2026-03-23 11:24:33,NORMAL
2026-03-23 11:24:33,2026-03-23 11:24:43,NORMAL
2026-03-23 11:24:43,2026-03-23 11:24:53,NORMAL
2026-03-23 11:24:53,2026-03-23 11:25:03,DELAY
2026-03-23 11:25:03,2026-03-23 11:25:13,NORMAL
2026-03-23 11:25:13,2026-03-23 11:25:23,NORMAL
2026-03-23 11:25:23,2026-03-23 11:25:33,NORMAL
2026-03-23 11:25:33,2026-03-23 11:25:43,NORMAL
2026-03-23 11:25:43,2026-03-23 11:25:53,NORMAL
2026-03-23 11:25:53,2026-03-23 11:26:03,NORMAL
2026-03-23 11:26:03,2026-03-23 11:26:13,NORMAL
2026-03-23 11:26:13,2026-03-23 11:26:23,NORMAL
2026-03-23 11:26:23,2026-03-23 11:26:33,NORMAL
2026-03-23 11:26:33,2026-03-23 11:26:43,NORMAL
2026-03-23 11:26:43,2026-03-23 11:26:53,NORMAL
2026-03-23 11:26:53,2026-03-23 11:27:03,NORMAL
2026-03-23 11:27:03,2026-03-23 11:27:13,NORMAL
2026-03-23 11:27:13,2026-03-23 11:27:23,NORMAL
2026-03-23 11:27:23,2026-03-23 11:27:33,LOSS
2026-03-23 11:27:33,2026-03-23 11:27:43,NORMAL
2026-03-23 11:27:43,2026-03-23 11:27:53,NORMAL
2026-03-23 11:27:53,2026-03-23 11:28:03,NORMAL
2026-03-23 11:28:03,2026-03-23 11:28:13,NORMAL
2026-03-23 11:28:13,2026-03-23 11:28:23,NORMAL
2026-03-23 11:28:23,2026-03-23 11:28:33,NORMAL
2026-03-23 11:28:33,2026-03-23 11:28:43,NORMAL
2026-03-23 11:28:43,2026-03-23 11:28:53,NORMAL
2026-03-23 11:28:53,2026-03-23 11:29:03,NORMAL
2026-03-23 11:29:03,2026-03-23 11:29:13,NORMAL
2026-03-23 11:29:13,2026-03-23 11:29:23,NORMAL
2026-03-23 11:29:23,2026-03-23 11:29:33,NORMAL
2026-03-23 11:29:33,2026-03-23 11:29:43,LOSS
2026-03-23 11:29:43,2026-03-23 11:29:53,NORMAL
2026-03-23 11:29:53,2026-03-23 11:30:03,NORMAL
2026-03-23 11:30:03,2026-03-23 11:30:13,NORMAL
2026-03-23 11:30:13,2026-03-23 11:30:23,NORMAL
2026-03-23 11:30:23,2026-03-23 11:30:33,NORMAL
2026-03-23 11:30:33,2026-03-23 11:30:43,NORMAL
2026-03-23 11:30:43,2026-03-23 11:30:53,NORMAL
2026-03-23 11:30:53,2026-03-23 11:31:03,NORMAL
2026-03-23 11:31:03,2026-03-23 11:31:13,NORMAL
2026-03-23 11:31:13,2026-03-23 11:31:23,NORMAL
2026-03-23 11:31:23,2026-03-23 11:31:33,NORMAL
2026-03-23 11:31:33,2026-03-23 11:31:43,NORMAL
2026-03-23 11:31:43,2026-03-23 11:31:53,NORMAL
2026-03-23 11:31:53,2026-03-23 11:32:03,NORMAL
2026-03-23 11:32:03,2026-03-23 11:32:13,NORMAL
2026-03-23 11:32:13,2026-03-23 11:32:23,NORMAL
