date,timestamp,id,seq,rtt,iat,length,seq_difference,session_start,has_reply
2026-03-23,09:55:35.440724,12,5,1.8e-05,0.200161,64,1,0,1
2026-03-23,09:55:35.640869,12,6,1.7e-05,0.200145,64,1,0,1
2026-03-23,09:55:35.841035,12,7,1.7e-05,0.200166,64,1,0,1
2026-03-23,09:55:36.041164,12,8,1.7e-05,0.200129,64,1,0,1
2026-03-23,09:55:36.241314,12,9,1.8e-05,0.20015,64,1,0,1
2026-03-23,09:55:36.441542,12,10,1.7e-05,0.200228,64,1,0,1
2026-03-23,09:55:36.641726,12,11,1.6e-05,0.200184,64,1,0,1
2026-03-23,09:55:36.893756,13,0,1.7e-05,0.25203,64,1,1,1
2026-03-23,09:55:37.093882,13,1,1.6e-05,0.200126,64,1,0,1
2026-03-23,09:55:37.294005,13,2,1.5e-05,0.200123,64,1,0,1
2026-03-23,09:55:37.494134,13,3,1.6e-05,0.200129,64,1,0,1
2026-03-23,09:55:37.694329,13,4,1.5e-05,0.200195,64,1,0,1
2026-03-23,09:55:37.894480,13,5,1.6e-05,0.200151,64,1,0,1
2026-03-23,09:55:38.094638,13,6,1.6e-05,0.200158,64,1,0,1
2026-03-23,09:55:38.294782,13,7,1.5e-05,0.200144,64,1,0,1
2026-03-23,09:55:38.494925,13,8,8.7e-05,0.200143,64,1,0,1
2026-03-23,09:55:38.695135,13,9,1.5e-05,0.20021,64,1,0,1
2026-03-23,09:55:38.895300,13,10,1.6e-05,0.200165,64,1,0,1
2026-03-23,09:55:39.095469,13,11,1.6e-05,0.200169,64,1,0,1
2026-03-23,09:55:39.295604,13,12,1.6e-05,0.200135,64,1,0,1
2026-03-23,09:55:39.547821,14,0,2.2e-05,0.252217,64,1,1,1
2026-03-23,09:55:39.748000,14,1,1.7e-05,0.200179,64,1,0,1
2026-03-23,09:55:39.948179,14,2,1.7e-05,0.200179,64,1,0,1
2026-03-23,09:55:40.148297,14,3,1.5e-05,0.200118,64,1,0,1
2026-03-23,09:55:40.348445,14,4,1.7e-05,0.200148,64,1,0,1
2026-03-23,09:55:40.548601,14,5,1.6e-05,0.200156,64,1,0,1
2026-03-23,09:55:40.748777,14,6,1.6e-05,0.200176,64,1,0,1
2026-03-23,09:55:40.948933,14,7,1.6e-05,0.200156,64,1,0,1
2026-03-23,09:55:41.160445,14,8,1.8e-05,0.211512,64,1,0,1
2026-03-23,09:55:41.360623,14,9,1.7e-05,0.200178,64,1,0,1
2026-03-23,09:55:41.560754,14,10,1.7e-05,0.200131,64,1,0,1
2026-03-23,09:55:41.812944,15,0,1.8e-05,0.25219,64,1,1,1
2026-03-23,09:55:42.013072,15,1,1.6e-05,0.200128,64,1,0,1
2026-03-23,09:55:42.213270,15,2,1.7e-05,0.200198,64,1,0,1
2026-03-23,09:55:42.413425,15,3,1.6e-05,0.200155,64,1,0,1
2026-03-23,09:55:42.613565,15,4,1.6e-05,0.20014,64,1,0,1
2026-03-23,09:55:42.813700,15,5,1.5e-05,0.200135,64,1,0,1
2026-03-23,09:55:43.013830,15,6,1.6e-05,0.20013,64,1,0,1
2026-03-23,09:55:43.213942,15,7,1.5e-05,0.200112,64,1,0,1
2026-03-23,09:55:43.414054,15,8,1.5e-05,0.200112,64,1,0,1
2026-03-23,09:55:43.614202,15,9,1.7e-05,0.200148,64,1,0,1
2026-03-23,09:55:43.814385,15,10,1.6e-05,0.200183,64,1,0,1
2026-03-23,09:55:44.014497,15,11,1.6e-05,0.200112,64,1,0,1
2026-03-23,09:55:44.214637,15,12,1.6e-05,0.20014,64,1,0,1
2026-03-23,09:55:44.466516,16,0,1.7e-05,0.251879,64,1,1,1
2026-03-23,09:55:44.666632,16,1,1.5e-05,0.200116,64,1,0,1
2026-03-23,09:55:44.866799,16,2,1.6e-05,0.200167,64,1,0,1
2026-03-23,09:55:45.066941,16,3,1.6e-05,0.200142,64,1,0,1
